alignment_method,detection_status,fmg_display_seconds,fmg_gi_samples,fmg_gi_seconds,fmg_qs_reference_samples,insole_display_seconds,insole_gi_samples,insole_gi_seconds,insole_qs_reference_samples,local_trial,png,record,side,status,subject,sync_status
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub01_A/jitu_1/trial_01_l.png,jitu_1,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub01_A/jitu_1/trial_02_l.png,jitu_1,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub01_A/jitu_1/trial_03_l.png,jitu_1,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub01_A/jitu_1/trial_04_l.png,jitu_1,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub01_A/jitu_1/trial_05_l.png,jitu_1,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub01_A/jitu_1/trial_06_l.png,jitu_1,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub01_A/jitu_1/trial_07_l.png,jitu_1,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub01_A/jitu_1/trial_08_l.png,jitu_1,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub01_A/jitu_1/trial_09_l.png,jitu_1,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub01_A/jitu_1/trial_10_l.png,jitu_1,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub01_A/jitu_1/trial_01_r.png,jitu_1,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub01_A/jitu_1/trial_02_r.png,jitu_1,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub01_A/jitu_1/trial_03_r.png,jitu_1,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub01_A/jitu_1/trial_04_r.png,jitu_1,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub01_A/jitu_1/trial_05_r.png,jitu_1,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub01_A/jitu_1/trial_06_r.png,jitu_1,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub01_A/jitu_1/trial_07_r.png,jitu_1,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub01_A/jitu_1/trial_08_r.png,jitu_1,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub01_A/jitu_1/trial_09_r.png,jitu_1,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub01_A/jitu_1/trial_10_r.png,jitu_1,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub01_A/jitu_21/trial_01_l.png,jitu_21,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub01_A/jitu_21/trial_02_l.png,jitu_21,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub01_A/jitu_21/trial_03_l.png,jitu_21,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub01_A/jitu_21/trial_04_l.png,jitu_21,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub01_A/jitu_21/trial_05_l.png,jitu_21,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub01_A/jitu_21/trial_06_l.png,jitu_21,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub01_A/jitu_21/trial_07_l.png,jitu_21,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub01_A/jitu_21/trial_08_l.png,jitu_21,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub01_A/jitu_21/trial_09_l.png,jitu_21,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub01_A/jitu_21/trial_10_l.png,jitu_21,L,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub01_A/jitu_21/trial_01_r.png,jitu_21,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub01_A/jitu_21/trial_02_r.png,jitu_21,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub01_A/jitu_21/trial_03_r.png,jitu_21,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub01_A/jitu_21/trial_04_r.png,jitu_21,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub01_A/jitu_21/trial_05_r.png,jitu_21,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub01_A/jitu_21/trial_06_r.png,jitu_21,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub01_A/jitu_21/trial_07_r.png,jitu_21,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub01_A/jitu_21/trial_08_r.png,jitu_21,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub01_A/jitu_21/trial_09_r.png,jitu_21,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub01_A/jitu_21/trial_10_r.png,jitu_21,R,created,Sub01_A,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub01_H/abh_1/trial_01_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub01_H/abh_1/trial_02_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub01_H/abh_1/trial_03_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub01_H/abh_1/trial_04_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub01_H/abh_1/trial_05_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub01_H/abh_1/trial_06_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub01_H/abh_1/trial_07_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub01_H/abh_1/trial_08_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub01_H/abh_1/trial_09_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub01_H/abh_1/trial_10_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub01_H/abh_1/trial_11_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub01_H/abh_1/trial_12_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub01_H/abh_1/trial_13_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub01_H/abh_1/trial_14_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub01_H/abh_1/trial_15_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub01_H/abh_1/trial_16_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub01_H/abh_1/trial_17_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub01_H/abh_1/trial_18_l.png,abh_1,L,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub01_H/abh_1/trial_01_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub01_H/abh_1/trial_02_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub01_H/abh_1/trial_03_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub01_H/abh_1/trial_04_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub01_H/abh_1/trial_05_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub01_H/abh_1/trial_06_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub01_H/abh_1/trial_07_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub01_H/abh_1/trial_08_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub01_H/abh_1/trial_09_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub01_H/abh_1/trial_10_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub01_H/abh_1/trial_11_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub01_H/abh_1/trial_12_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub01_H/abh_1/trial_13_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub01_H/abh_1/trial_14_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub01_H/abh_1/trial_15_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub01_H/abh_1/trial_16_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub01_H/abh_1/trial_17_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub01_H/abh_1/trial_18_r.png,abh_1,R,created,Sub01_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub01_H/abh_21/trial_01_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub01_H/abh_21/trial_02_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub01_H/abh_21/trial_03_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub01_H/abh_21/trial_04_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub01_H/abh_21/trial_05_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub01_H/abh_21/trial_06_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub01_H/abh_21/trial_07_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub01_H/abh_21/trial_08_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub01_H/abh_21/trial_09_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub01_H/abh_21/trial_10_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub01_H/abh_21/trial_11_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub01_H/abh_21/trial_12_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub01_H/abh_21/trial_13_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub01_H/abh_21/trial_14_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub01_H/abh_21/trial_15_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub01_H/abh_21/trial_16_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub01_H/abh_21/trial_17_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub01_H/abh_21/trial_18_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub01_H/abh_21/trial_19_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub01_H/abh_21/trial_20_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,21,Sub01_H/abh_21/trial_21_l.png,abh_21,L,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub01_H/abh_21/trial_01_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub01_H/abh_21/trial_02_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub01_H/abh_21/trial_03_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub01_H/abh_21/trial_04_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub01_H/abh_21/trial_05_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub01_H/abh_21/trial_06_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub01_H/abh_21/trial_07_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub01_H/abh_21/trial_08_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub01_H/abh_21/trial_09_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub01_H/abh_21/trial_10_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub01_H/abh_21/trial_11_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub01_H/abh_21/trial_12_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub01_H/abh_21/trial_13_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub01_H/abh_21/trial_14_r.png,abh_21,R,created,Sub01_H,trigger count mismatch 42 vs 44
